images,price,tags,title,url,ram,series,computer memory type,item model number,customer reviews,best sellers rank,wireless type,graphics coprocessor,hard drive,item dimensions  lxwxh,item weight,number of processors,operating system,processor,chipset brand,color,hard drive interface,max screen resolution,screen resolution,number of usb 3.0 ports,standing screen display size,brand,processor brand,product dimensions,,
"['https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61hgevFPmgL._AC_SX679_.jpg']",$886.53 ,['business'],"DELL Inspiron 15 3000 3520 Business Laptop Computer 15.6'' FHD Touchscreen,11th Gen Intel 4 Cores i5-1155G7, with Microsoft Office 365,32G,1TB, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",https://www.amazon.com/DELL-3520-Touchscreen-i5-1155G7-Microsoft/dp/B0CTFMTHD8/ref=sr_1_32,32 GB,Inspiron 15 3000 3520,DDR4 SDRAM,3520,"4.2  4.2 out of 5 stars    
    543 ratings   


 4.2 out of 5 stars","58,819 in Electronics (See Top 100 in Electronics)  289 in Traditional Laptops",Bluetooth,Intel UHD Graphics,,,,,,,,,USB,,,1,15.6 Inches,DELL,Intel,35.84 x 23.55 x 2.11 cm; 2.27 kg,,
"['https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71RH8ymarhL._AC_SY450_.jpg']",$854.95 ,['business'],"Dell Inspiron 15 3000 3520 Business Laptop 15.6"" FHD WVA Anti-glare 120Hz Display 12th Generation Intel 10-Core i7-1255U Processor 16GB RAM 512GB SSD Intel Iris Xe Graphics HDMI Win11 Black",https://www.amazon.com/Dell-Inspiron-15-3000-3520/dp/B0C23Q2XSJ/ref=sr_1_26,16 GB,Dell Inspiron 15 3000 3520 Laptop,DDR4 SDRAM,Dell Inspiron 15 3000 3520,"4.2  4.2 out of 5 stars    
    10 ratings   


 4.2 out of 5 stars","8,970 in Electronics (See Top 100 in Electronics)  34 in Traditional Laptops",Bluetooth,Intel Iris Xe Graphics,,,,,,,,,Solid State,,,2,15.6 Inches,Dell,Intel,23.55 x 35.84 x 2.11 cm; 1.66 kg,,
"['https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71X53B0KWRL._AC_SX425_.jpg']",$740.00 ,['business'],"Dell Inspiron 15 3520 Business Laptop | 15.6"" FHD Anti-Glare Multi-Touch | Intel 10-Core i7-1255U | 32GB DDR4 2TB SSD | FHD Camera Win11Pro Black",https://www.amazon.com/Dell-Inspiron-3520-Anti-Glare-Multi-Touch/dp/B0D83GNHHL/ref=sr_1_34,DDR4,Dell Inspiron 15 3520,DDR4 SDRAM,Inspiron 3520,"4.8  4.8 out of 5 stars    
    5 ratings   


 4.8 out of 5 stars","#87,140 in Computers & Accessories (See Top 100 in Computers & Accessories)  #16,689 in Traditional Laptop Computers",,Intel Iris Xe Graphics,2 TB SSD,9.27 x 14.11 x 0.83 inches,3.66 pounds,10,Windows 11 Pro,3.5 GHz core_i7,Intel,Black,Solid State,1920 x 1080 pixels,1920 x 1080 pixels,2,15.6 Inches,Dell,Intel,9.27 x 14.11 x 0.83 inches,,
"['https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71LnbRS5JEL._AC_SX355_.jpg']",$379.99 ,['business'],"Dell Inspiron 15 Business Laptop 15.6"" IPS FHD Display (AMD Ryzen 5 7520U, 8GB LPDDR5, 512GB SSD, AMD Radeon, WiFi 6E, Webcam, Bluetooth 5.0, Win 11 Home)",https://www.amazon.com/Dell-Inspiron-Business-Display-Bluetooth/dp/B0DSR2ZW8C/ref=sr_1_21,8 GB Onboard ONLY,Inspiron 15,SDRAM,,,"#290,721 in Computers & Accessories (See Top 100 in Computers & Accessories)  #74,287 in Traditional Laptop Computers",,AMD Radeon Graphics,512 GB SSD,10 x 15 x 1 inches,4 pounds,4,Windows 11 Home,2.8 GHz amd_r_series,,,,,1920 x 1080,,15.6 Inches,Dell,AMD,10 x 15 x 1 inches,,
"['https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71TuiuTMQnL._AC_SX425_.jpg']",$623.99 ,"['business', 'content creation']","Dell Inspiron 15 Business Laptop, 15.6"" FHD Display,Intel 10-Core i5-1235U Processor, 64GB RAM, 1TB SSD, Intel UHD Graphics, Wi-Fi 6, Bluetooth, Numeric Keypad, Windows 11 Home",https://www.amazon.com/Dell-Inspiron-15-Laptop-Processor/dp/B0CLVBB7XL/ref=sr_1_19,64 GB DDR4,Inspiron 15 Laptop,DDR4 SDRAM,Inspiron 15 Laptop,"4.9  4.9 out of 5 stars    
    10 ratings   


 4.9 out of 5 stars","#18,810 in Computers & Accessories (See Top 100 in Computers & Accessories)  #2,675 in Traditional Laptop Computers","Bluetooth, 802.11ax",Intel UHD Graphics,1 TB SSD,14.11 x 0.83 x 9.27 inches,3.65 pounds,10,Windows 11 Home,4.4 GHz core_i5,Intel,Black,Solid State,1920x1080 Pixels,1920 x 1080 pixels,2,15.6 Inches,Dell,Intel,14.11 x 0.83 x 9.27 inches,,
"['https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/613fkzXfcQL._AC_SX522_.jpg']",$661.99 ,['business'],"Dell Inspiron 15.6"" Laptop Computer, Windows 11 Pro Laptop 32GB RAM 1TB SSD, Intel Core i7-1255U Processor, 1920 x 1080 IPS 120Hz Display, Microsoft Office Lifetime License, Numeric Keypad, Black",https://www.amazon.com/Dell-Inspiron-Computer-Processor-Microsoft/dp/B0DNRKT2NV/ref=sr_1_45,32 GB DDR4,Dell laptop,DDR4 SDRAM,Dell 15,"4.0  4.0 out of 5 stars    
    22 ratings   


 4.0 out of 5 stars","#1,623 in Computers & Accessories (See Top 100 in Computers & Accessories)  #215 in Traditional Laptop Computers",802.11ac,Intel Iris Xe Graphics,1 TB SSD,14.14 x 9.31 x 0.78 inches,3.72 pounds,10,Windows 11 Pro,4.7 GHz apple_ci7,Intel,Black,Solid State,1920 x 1080 Pixels,1920 x 1080 pixels,2,15.6 Inches,Dell,Intel,14.14 x 9.31 x 0.78 inches,,
"['https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71ytHWY6pTL._AC_SX466_.jpg']",$735.00 ,['content creation'],"Dell Inspiron 16 Laptop, 16"" FHD+ Display, AMD Ryzen 7-8840U, 16 GB DDR5, 1 TB SSD, Wi-Fi 6E, Backlit Keyboard, Windows 11 Pro",https://www.amazon.com/Dell-Inspiron-16-Display-Keyboard/dp/B0CN13CB3J/ref=sr_1_14,DDR5,Dell Inspiron 16,DDR5 SDRAM,Dell Inspiron 16,"3.9  3.9 out of 5 stars    
    16 ratings   


 3.9 out of 5 stars","#47,299 in Computers & Accessories (See Top 100 in Computers & Accessories)  #8,050 in Traditional Laptop Computers",802.11ax,AMD Radeon Graphics,1 TB SSD,14.05 x 0.75 x 9.82 inches,4.12 pounds,8,Windows 11 Pro,5.1 GHz ryzen_7,AMD,Ice Blue,Solid State,1920 x 1200 Pixels,1920 x 1200 pixels,3,16 Inches,Dell,AMD,14.05 x 0.75 x 9.82 inches,,
"['https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/719JpsNGVvL._AC_SX679_.jpg']",$299.99 ,['gaming'],"Gaming Laptop 15.6"" FHD, Intel N95, 512GB SSD, 16GB DDR4 RAM, 6000mAh Battery,Backlit Keyboard, Fingerprint Unlock, Windows 11 Laptop Computer for Work & Entertainment",https://www.amazon.com/NEOBIHIER-N95-Keyboard-Fingerprint-Entertainment/dp/B0DT1GTMCB/ref=sr_1_2,DDR4,156N95,DDR4 SDRAM,N95,"4.4  4.4 out of 5 stars    
    11 ratings   


 4.4 out of 5 stars","#1,723 in Computers & Accessories (See Top 100 in Computers & Accessories)  #219 in Traditional Laptop Computers",,,512 GB SSD,14.17 x 0.78 x 9.8 inches,5.79 pounds,1,Windows 11 Pro,1.7 GHz Intel_Mobile_CPU,Intel,,,1920x1080,1920 x 1080 pixels,1,15.6 Inches,NEOBIHIER,Intel,14.17 x 0.78 x 9.8 inches,,
"['https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61b7yWEPXEL._AC_SX522_.jpg']",$299.99 ,['gaming'],"Gaming Laptop 15.6"" FHD,Intel N95 Turbo Boost 3.4GHz,16GB DDR4 + 512GB SSD,RGB Backlit Keyboard & Fingerprint Unlock,Windows 11 Pro Laptop Computer for Immersive Performance",https://www.amazon.com/NEOBIHIER-Keyboard-Fingerprint-Immersive-Performance/dp/B0DT9JJFV4/ref=sr_1_23,DDR4,156N95,,156N95,"1.5  1.5 out of 5 stars    
    7 ratings   


 1.5 out of 5 stars","#13,947 in Computers & Accessories (See Top 100 in Computers & Accessories)  #1,959 in Traditional Laptop Computers",,Intel UHD Graphics,512 GB SSD,14.17 x 0.78 x 9.8 inches,5.7 pounds,1,Windows 11 Pro,1.7 GHz Intel_Mobile_CPU,Intel,Gray,,1920x1080 Pixels,,2,15.6 Inches,NEOBIHIER,Intel,14.17 x 0.78 x 9.8 inches,,
"['https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71a63IKFGvL._AC_SX569_.jpg']",$249.99 ,['gaming'],"Gaming Laptop 16 Inch Laptop Computer, 16GB RAM 512GB SSD, in-tel N95 Processor, 1080P Full HD Display, Backlit Keyboard, Fingerprint, USB3.0,Mini HDMI,Win 11 Laptop for Student Business",https://www.amazon.com/Wvryrv-Computer-Processor-Keyboard-Fingerprint/dp/B0DXP8XSSR/ref=sr_1_10,DDR4,A25,,A25-B07,"5.0  5.0 out of 5 stars    
    9 ratings   


 5.0 out of 5 stars","#4,171 in Computers & Accessories (See Top 100 in Computers & Accessories)  #554 in Traditional Laptop Computers",,,512 GB SSD,13.8 x 9 x 0.78 inches,5.29 pounds,4,Windows 11,3.4 celeron_n,Intel,Silver,,1920x1080 Pixels,1920 x 1080 pixels,2,15.6 Inches,Wvryrv,Intel,13.8 x 9 x 0.78 inches,,
"['https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71cTJCU5PZL._AC_SY450_.jpg']",$299.99 ,['gaming'],"Gaming Laptop N5095, 15.6 Inch Laptop Computer, Laptops 24GB RAM 1TB SSD,Laptop Gamer 180 Angle Opening, Fingerprint Unlock Backlit Keyboard 1920X1080 FHD IPS Mini-HDMI WiFi5 For Student Business Work",https://www.amazon.com/Computer-Fingerprint-Keyboard-1920X1080-Mini-HDMI/dp/B0DP41KPS3/ref=sr_1_31,LPDDR4,YEPBOOK,DDR4 SDRAM,YEPBOOK,"4.0  4.0 out of 5 stars    
    5 ratings   


 4.0 out of 5 stars","#31,624 in Computers & Accessories (See Top 100 in Computers & Accessories)  #5,208 in Traditional Laptop Computers","Bluetooth, 802.11a/b/g/n/ac",UHD Graphics 450 MHz-750 MHz,1 TB SSD,14 x 0.7 x 9 inches,3.5 pounds,2,Windows 11 Pro,1.7 GHz celeron,Celeron,Silver,eSATA,1920x1080 Pixels,1920 x 1080 pixels,2,15.6 Inches,KeeUiU,celeron,14 x 0.7 x 9 inches,,
"['https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71UGe2I9ULL._AC_SX450_.jpg']","$1,859.13 ",['content creation'],"HP - Envy 16"" Laptop - QHD(2560 × 1600) Touch-Display - Intel Core i7-13700H - NVIDIA GeForce RTX 4060-2 x Thunderbolt (32GB RAM | 1TB PCIe SSD)",https://www.amazon.com/HP-Touch-Display-i7-13700H-GeForce-Thunderbolt/dp/B0CBZYC7SF/ref=sr_1_13,32,ENVY,DDR5 RAM,i7-13700H,,"17,224 in Electronics (See Top 100 in Electronics)  65 in Traditional Laptops",Bluetooth,NVIDIA GeForce RTX 4060,,,,,,,,,USB,,,1,16 Inches,HP,Intel,35.74 x 25.25 x 1.98 cm; 4.16 kg,,
"['https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71ckjHdIdzL._AC_SY355_.jpg']",$199.99 ,"['business', 'content creation']","HP 14"" Laptop for Student and Business,Ultral Light Laptop,Business Laptop,Intel Celeron N4120 Processor,4GB RAM,128GB eMMC,Intel UHD Graphics,1-Year Office 365,Windows 11 S,Silver",https://www.amazon.com/HP-Laptop-Business-Processor-Graphics/dp/B0DHV42KW7/ref=sr_1_8,4 GB DDR4,HP Laptop,DDR4 SDRAM,HP Laptop,,"#53,672 in Computers & Accessories (See Top 100 in Computers & Accessories)  #9,361 in Traditional Laptop Computers","802.11a/b/g/n/ac, Bluetooth",Intel UHD Graphics 600,128 GB Emmc,12.76 x 8.86 x 0.71 inches,4.29 pounds,4,Windows 11 S,2.8 GHz celeron,Intel,Silver,USB 3.0,1366x768 Pixels,1366 x 768 pixels,3,14 Inches,HP,Intel,12.76 x 8.86 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_SX679_.jpg']",$235.00 ,['business'],"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 16GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11 S",https://www.amazon.com/HP-Students-Business-Quad-Core-Storage/dp/B0CNLZXL9H/ref=sr_1_15,16 DDR4,HP,DDR4 SDRAM,HP,"3.8  3.8 out of 5 stars    
    279 ratings   


 3.8 out of 5 stars","#5,399 in Computers & Accessories (See Top 100 in Computers & Accessories)  #687 in Traditional Laptop Computers","Bluetooth, 802.11a/g/n/ac",Intel UHD Graphics 600,64 GB SSD,12.76 x 8.86 x 0.71 inches,3.24 pounds,4,Windows 11 Home,1.1 GHz celeron_n,Intel,Snowflake White,Solid State,1366 x 768 Pixels,1366x768,3,14 Inches,HP,Intel,12.76 x 8.86 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81HNg0LfvgL._AC_SX679_.jpg']",$51.98 ,['business'],"HP 15.6 Inch Touchscreen Laptop i7, 64 GB RAM, 2 TB SSD, Intel 10 Cores i7-1255U(Up to 4.7GHz), Intel Iris Xe Graphics, FHD Screen, HD Camera, HDMI, Business Laptop, Windows 11 Pro, Patented Mouse",https://www.amazon.com/HP-Touchscreen-Laptop-i7-1255U-Graphics/dp/B0D5CYBXSP/ref=sr_1_31,,i7 laptop,DDR4 SDRAM,HP Laptop,"1.0  1.0 out of 5 stars    
    10 ratings   


 1.0 out of 5 stars","#194,697 in Electronics (See Top 100 in Electronics)  #13,504 in Computers & Tablets",Bluetooth,Intel Iris Xe Graphics,2 TB SSD,14.11 x 9.53 x 0.71 inches,1.41 pounds,10,Windows,4.7 GHz core_i7,Intel,Silver,Solid State,1920x1080 Pixels,1920 x 1080 pixels,2,15.6 Inches,HP,Intel,14.11 x 9.53 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71SQby6U1yL._AC_SY450_.jpg']",$379.00 ,['business'],"HP 15.6"" FHD Business Laptop, 12th Generation 10-Core Intel Core i5-1235U Processor, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Wi-Fi 6, Bluetooth 5.3, Natural Silver, Windows 11 Home, EAT Mouse pad",https://www.amazon.com/HP-Generation-Intel-Processor-Bluetooth/dp/B0DQ4QQRS9/ref=sr_1_10,8 GB,HP 15.6,DDR4 SDRAM,Intel,"4.5  4.5 out of 5 stars    
    15 ratings   


 4.5 out of 5 stars","#81,595 in Electronics (See Top 100 in Electronics)  #4,802 in Computers & Tablets",802.11ax,Intel Iris Xe Graphics,512 GB SSD,14.17 x 9.29 x 0.73 inches,5.39 pounds,10,Windows 11 Home,2.2 GHz apple_ci5,Intel,Silver,Solid State,1920 x 1080 Pixels,1920 x 1080 pixels,,15.6 Inches,HP,Intel,14.17 x 9.29 x 0.73 inches,,
"['https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/711nHJNwDxL._AC_SX569_.jpg']",$479.00 ,['business'],"HP 17 17.3"" HD+ Touchscreen Business Laptop Computer [Windows 11 Pro S], Intel Pentium Silver N5030, 8GB RAM, 256GB PCIe SSD, Numeric Keypad, Wi-Fi 5, BT 5.0, HDMI, USB, w/Battery",https://www.amazon.com/HP-Touchscreen-Business-Laptop-Computer/dp/B0CP5WSHQH/ref=sr_1_40,8 GB DDR4,HP Laptop,DDR4 SDRAM,HP Laptop,"4.2  4.2 out of 5 stars    
    3 ratings   


 4.2 out of 5 stars","#183,406 in Computers & Accessories (See Top 100 in Computers & Accessories)  #42,187 in Traditional Laptop Computers","Bluetooth, 802.11ac",Intel UHD Graphics,256 GB SSD,15.78 x 10.15 x 0.81 inches,4.52 pounds,4,Windows 11 Pro,3.1 GHz pentium_other,Intel,Silver,Solid State,1600 x 900 Pixels,1600 x 900 pixels,,17.3 Inches,HP,Intel,15.78 x 10.15 x 0.81 inches,,
"['https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61TGRBGTNzL._AC_SX522_.jpg']",$449.00 ,['business'],"HP 17 Business Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 32GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Pro, Silver",https://www.amazon.com/HP-Business-Display-i3-1125G4-Processor/dp/B0C6NC4KRT/ref=sr_1_11,32 GB DDR4,TPN-I139_320M3AV,DDR4 SDRAM,TPN-I139_320M3AV,"4.2  4.2 out of 5 stars    
    2,121 ratings   


 4.2 out of 5 stars","#1,103 in Computers & Accessories (See Top 100 in Computers & Accessories)  #144 in Traditional Laptop Computers",Bluetooth,Intel UHD Graphics,1 TB SSD,15.78 x 10.15 x 0.78 inches,4.6 pounds,4,Windows 11 Pro,2 GHz core_i3_family,Intel,Silver,PCIE x 4,1600 x 900 Pixels,1600 x 900 pixels,,17.3 Inches,HP,Intel,15.78 x 10.15 x 0.78 inches,,
"['https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71v+60IGI6L._AC_SY355_.jpg']",$539.00 ,['business'],"HP 17 Laptop, 17.3"" FHD Display, 32GB RAM, 1TB SSD, AMD Ryzen 5 Processor(Beats i7-1165G7, Up to 4.3GHz), Webcam, Numeric Keypad, Long Battery Life, Windows 11 Home, Alpacatec Accessories, Silver",https://www.amazon.com/HP-Processor-i7-1165G7-Alpacatec-Accessories/dp/B0DP15YMQ8/ref=sr_1_37,32GB DDR4,17t-cn3004,DDR4 SDRAM,17t-cn3004208,"4.0  4.0 out of 5 stars    
    198 ratings   


 4.0 out of 5 stars",#971 in Computers & Accessories (See Top 100 in Computers & Accessories)  #129 in Traditional Laptop Computers,802.11ax,Intel Iris Xe Graphics,1 TB SSD,15.78 x 10.15 x 0.81 inches,4.58 pounds,10,Windows 11 Pro,1.3 GHz ryzen_5,Intel,Jet Black,PCIE x 2,1600x900 Pixels,1920 x 1080 pixels,3,17.3 Inches,HP,Intel,15.78 x 10.15 x 0.81 inches,,
